State,Crop,cropSeason,Year,Yield,lai_lv,uvb,t2m_C,windSpeed,relativeHumidity,wbi,rsm,swvl3,tp,cvl
Uttar Pradesh,Sugarcane,Kharif,2016-2017,64893,1.585755773,2005393.746,24.05095897,0.995997456,93.13669439,0.008105945,0.576661985,1415.079698,28.88525582,1
Maharashtra,Sugarcane,Kharif,2016-2017,82524,1.8058334,1745432.926,26.98463215,2.905854977,93.40221444,0.009345806,0.722625765,1576.1364,35.46629489,0
Karnataka,Sugarcane,Kharif,2016-2017,68962,1.459262525,1863388.508,25.53092672,3.451983361,93.63423169,0.00857033,0.630250019,766.100692,15.80299877,0
Tamilnadu,Sugarcane,Kharif,2016-2017,86995,1.380752693,2299757.888,27.82134984,3.588693101,92.01882006,0.00642805,0.402624965,272.2193872,4.676303465,0
Bihar,Sugarcane,Kharif,2016-2017,54415,1.683664756,1829347.873,28.89761372,1.664300061,94.64559059,0.009416384,0.81817601,374.123685,9.592374717,1
Gujarat,Sugarcane,Kharif,2016-2017,70710,1.072244879,1918449.649,28.68774509,4.074012505,92.96442437,0.00712273,0.4729462,505.6748535,9.619510705,0
Haryana,Sugarcane,Kharif,2016-2017,80618,1.331476375,2162537.698,30.0136874,1.058736964,90.17430195,0.008596251,0.532405902,154.9363133,2.336333596,1
Punjab,Sugarcane,Kharif,2016-2017,81273,1.355923898,2281453.223,30.63306404,0.886692635,89.06445451,0.008144959,0.536418341,212.3671993,2.555171964,1
Andhra Pradesh,Sugarcane,Kharif,2016-2017,76019,1.311785679,1952112.053,27.99232604,3.414266145,93.07640173,0.008306409,0.436855399,1035.132514,33.01856231,0
Madhya Pradesh,Sugarcane,Kharif,2016-2017,51413,1.894649546,1798535.611,28.09374327,1.710717281,92.19387702,0.009264533,0.773347935,1668.689596,35.80484024,1
Gujarat,Tobacco,Rabi,2016-2017,1646,0.991481579,2434568.498,25.58327143,2.520952299,84.81894179,0.004711797,0.443147757,363.8846794,0.027481306,0
Andhra Pradesh,Tobacco,Rabi,2016-2017,2265,1.188897859,2485454.495,27.88407417,2.447240118,88.08188391,0.004510703,0.383455185,642.257375,0.621431351,0
Uttar Pradesh,Tobacco,Rabi,2016-2017,4382,1.45834405,2271832.125,16.32567279,1.13915432,86.19733126,0.00516052,0.506011142,900.547296,1.994356156,1
Karnataka,Tobacco,Rabi,2016-2017,583,1.34859093,2559116.786,28.05584805,1.454531496,84.32345747,0.006438509,0.540208928,490.3314983,0.327676803,0
West Bengal,Tobacco,Rabi,2016-2017,1681,1.594991505,2180369.557,24.96549488,1.300273141,89.77686088,0.005670175,0.636870367,289.0724729,1.054786939,0
Bihar,Tobacco,Rabi,2016-2017,1736,1.474660229,2189987.959,23.87516548,1.111148108,86.42330779,0.005989959,0.734792357,208.5818854,0.399985364,1
