State,Crop,cropSeason,Year,Yield,lai_lv,uvb,t2m_C,windSpeed,relativeHumidity,wbi,rsm,swvl3,tp,cvl
Punjab,Mustard,Rabi,2019-2020,849,1.313429645,1837383.156,18.84641779,0.977511331,89.20075323,0.004821769,0.601978069,356.1770039,1.722986223,1
Madhya Pradesh,Soyabean,Kharif,2019-2020,831,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Maharashtra,Soyabean,Kharif,2019-2020,1138,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Rajasthan,Soyabean,Kharif,2019-2020,469,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Karnataka,Soyabean,Kharif,2019-2020,1137,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Gujarat,Soyabean,Kharif,2019-2020,1319,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Karnataka,Sunflower,Kharif,2019-2020,785,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Odisha,Sunflower,Kharif,2019-2020,1068,1.693181672,1799954.371,27.9179293,2.755582376,95.40862546,0.009721315,0.513418636,520.2353031,21.65311505,0
Bihar,Sunflower,Kharif,2019-2020,1427,1.683664756,1896645.895,29.22256247,1.595900951,93.8058131,0.009846839,0.82692341,355.7677644,10.17067677,1
Haryana,Sunflower,Kharif,2019-2020,1743,1.331476375,2191796.129,30.22489494,1.055601434,89.52271342,0.008381878,0.530214699,153.1377029,2.041062537,1
West Bengal,Sunflower,Kharif,2019-2020,1221,1.793864705,1866502.48,28.91381287,1.806471746,95.17618837,0.0097922,0.691846587,487.8922771,13.16786588,0
Andhra Pradesh,Sunflower,Kharif,2019-2020,934,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Gujarat,Cotton,Kharif,2019-2020,530,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Maharashtra,Cotton,Kharif,2019-2020,260,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Rajasthan,Cotton,Kharif,2019-2020,623,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Andhra Pradesh,Cotton,Kharif,2019-2020,649,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Haryana,Cotton,Kharif,2019-2020,584,1.331476375,2191796.129,30.22489494,1.055601434,89.52271342,0.008381878,0.530214699,153.1377029,2.041062537,1
Punjab,Cotton,Kharif,2019-2020,810,1.355923898,2282100.194,30.57095232,1.002219761,88.52445748,0.008186875,0.555484539,229.9756579,2.68979454,1
Karnataka,Cotton,Kharif,2019-2020,416,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
West Bengal,Jute,Kharif,2019-2020,2802,1.793864705,1866502.48,28.91381287,1.806471746,95.17618837,0.0097922,0.691846587,487.8922771,13.16786588,0
Bihar,Jute,Kharif,2019-2020,2489,1.683664756,1896645.895,29.22256247,1.595900951,93.8058131,0.009846839,0.82692341,355.7677644,10.17067677,1
Assam,Jute,Kharif,2019-2020,2010,1.975700827,1736492.983,24.09179624,0.616044154,96.35696984,0.005964025,0.883332071,927.7394814,27.40405297,0
Uttar Pradesh,Sugarcane,Kharif,2019-2020,80807,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
Maharashtra,Sugarcane,Kharif,2019-2020,78650,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Karnataka,Sugarcane,Kharif,2019-2020,79000,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Bihar,Sugarcane,Kharif,2019-2020,56981,1.683664756,1896645.895,29.22256247,1.595900951,93.8058131,0.009846839,0.82692341,355.7677644,10.17067677,1
Tamilnadu,Sugarcane,Kharif,2019-2020,101500,1.380752693,2143483.47,27.86213419,3.3536747,93.08061581,0.00787047,0.359439164,258.4054708,8.422164942,0
Gujarat,Sugarcane,Kharif,2019-2020,71287,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Haryana,Sugarcane,Kharif,2019-2020,80978,1.331476375,2191796.129,30.22489494,1.055601434,89.52271342,0.008381878,0.530214699,153.1377029,2.041062537,1
Punjab,Sugarcane,Kharif,2019-2020,79515,1.355923898,2282100.194,30.57095232,1.002219761,88.52445748,0.008186875,0.555484539,229.9756579,2.68979454,1
Madhya Pradesh,Sugarcane,Kharif,2019-2020,59470,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Andhra Pradesh,Sugarcane,Kharif,2019-2020,78720,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Gujarat,Tobacco,Rabi,2019-2020,1869,1.023417633,2246900.442,25.11344113,2.262351565,84.3518599,0.004401083,0.44775223,626.3819401,0.075122001,0
Andhra Pradesh,Tobacco,Rabi,2019-2020,1591,1.25409693,2258076.764,26.54130331,2.305317317,89.52172667,0.004882429,0.388651719,1085.769191,8.509289745,0
Karnataka,Tobacco,Rabi,2019-2020,855,1.428726564,2360867.823,26.38482485,1.471016411,85.93222796,0.006241483,0.557977692,845.5165425,2.656774665,0
Uttar Pradesh,Tobacco,Rabi,2019-2020,2154,1.465132265,2048805.204,14.55537792,0.891350382,88.68535892,0.0042643,0.607247979,1679.261256,5.270587921,1
West Bengal,Tobacco,Rabi,2019-2020,1488,1.65429577,1973846.349,23.12614349,1.22657429,91.26381203,0.004996736,0.66433579,536.1262422,2.864993121,0
Bihar,Tobacco,Rabi,2019-2020,1751,1.521544386,1964742.047,21.87407119,1.138745314,89.7799772,0.004761381,0.793555185,390.7764332,1.013043397,1
West Bengal,Rice,Kharif,2018-2019,2906,1.793864705,1923279.768,28.82056248,1.541013195,94.86148774,0.009043208,0.702479559,484.0182534,11.07535825,0
Uttar Pradesh,Rice,Kharif,2018-2019,2704,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
Punjab,Rice,Kharif,2018-2019,4132,1.355923898,2263489.585,29.8693851,0.901054375,89.42135095,0.008624043,0.579205408,246.0537396,3.593245512,1
Andhra Pradesh,Rice,Kharif,2018-2019,3733,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Odisha,Rice,Kharif,2018-2019,1972,1.693181672,1833273.463,27.74002281,2.572053853,94.91016636,0.009934988,0.515544318,505.2040318,21.77351819,0
Chhattisgarh,Rice,Kharif,2018-2019,1810,2.407783222,1749342.871,27.02761533,1.654555408,93.47126976,0.008600369,0.76873246,648.3388646,15.56770403,0.035402536
Tamilnadu,Rice,Kharif,2018-2019,3748,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Bihar,Rice,Kharif,2018-2019,1902,1.683664756,1951923.789,29.1108153,1.314604817,93.58179787,0.009281531,0.823437886,340.4091257,7.36980201,1
Assam,Rice,Kharif,2018-2019,2086,1.975700827,1757097.93,23.88698687,0.648302198,96.18478797,0.005394636,0.885031087,917.1909012,24.62731231,0
Haryana,Rice,Kharif,2018-2019,3121,1.331476375,2124850.778,29.48341843,0.690165316,90.47365082,0.008879505,0.532756105,159.1576649,2.655276427,1
Madhya Pradesh,Rice,Kharif,2018-2019,2270,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Uttar Pradesh,Wheat,Rabi,2018-2019,3432,1.465132265,2066185.238,15.63770294,1.004758863,87.8969816,0.004186545,0.56911003,1670.284848,2.646047591,1
Punjab,Wheat,Rabi,2018-2019,5183,1.313429645,1901495.97,20.11988968,1.014593729,87.68238099,0.004678672,0.583499625,341.4522584,0.722392082,1
Madhya Pradesh,Wheat,Rabi,2018-2019,2802,1.77195313,2135250.134,23.97673592,1.01549422,83.51481875,0.005763882,0.707632163,1846.688596,1.959255542,1
Haryana,Wheat,Rabi,2018-2019,4925,1.288148568,1972404.402,20.79275365,1.063455163,87.05665456,0.004877106,0.51987653,216.1565653,0.304607356,1
Rajasthan,Wheat,Rabi,2018-2019,3501,1.025783939,2099566.097,23.13699516,1.193633983,81.85566126,0.005112018,0.50299585,1481.295848,0.784821909,1
Bihar,Wheat,Rabi,2018-2019,2922,1.521544386,1974646.378,22.20791484,1.237875296,90.35154409,0.004481019,0.813875567,427.4320792,1.10096285,1
Gujarat,Wheat,Rabi,2018-2019,3010,1.023417633,2221310.449,25.64024119,2.378444936,85.33833643,0.004430038,0.48935831,666.8812607,0.602665094,0
Maharashtra,Wheat,Rabi,2018-2019,1666,1.720156807,2231510.665,26.03330595,1.292633384,85.72541539,0.005985907,0.674806361,1875.759101,4.354599094,0
Rajasthan,Cereals,Kharif,2018-2019,1209,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Karnataka,Cereals,Kharif,2018-2019,1866,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Madhya Pradesh,Cereals,Kharif,2018-2019,2483,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Uttar Pradesh,Cereals,Kharif,2018-2019,2066,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
Tamilnadu,Cereals,Kharif,2018-2019,3709,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Maharashtra,Cereals,Kharif,2018-2019,1074,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Bihar,Cereals,Kharif,2018-2019,4335,1.683664756,1951923.789,29.1108153,1.314604817,93.58179787,0.009281531,0.823437886,340.4091257,7.36980201,1
Andhra Pradesh,Cereals,Kharif,2018-2019,4052,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Gujarat,Cereals,Kharif,2018-2019,1946,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
West Bengal,Cereals,Kharif,2018-2019,5655,1.793864705,1923279.768,28.82056248,1.541013195,94.86148774,0.009043208,0.702479559,484.0182534,11.07535825,0
Haryana,Cereals,Kharif,2018-2019,2002,1.331476375,2124850.778,29.48341843,0.690165316,90.47365082,0.008879505,0.532756105,159.1576649,2.655276427,1
Karnataka,Jowar,Kharif,2018-2019,1048,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Maharashtra,Jowar,Kharif,2018-2019,617,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Tamilnadu,Jowar,Kharif,2018-2019,1268,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Rajasthan,Jowar,Kharif,2018-2019,832,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Andhra Pradesh,Jowar,Kharif,2018-2019,2266,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Madhya Pradesh,Jowar,Kharif,2018-2019,2218,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Uttar Pradesh,Jowar,Kharif,2018-2019,1247,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
Gujarat,Jowar,Kharif,2018-2019,1265,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Rajasthan,Bajra,Kharif,2018-2019,911,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Uttar Pradesh,Bajra,Kharif,2018-2019,2029,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
Haryana,Bajra,Kharif,2018-2019,2068,1.331476375,2124850.778,29.48341843,0.690165316,90.47365082,0.008879505,0.532756105,159.1576649,2.655276427,1
Gujarat,Bajra,Kharif,2018-2019,2101,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Madhya Pradesh,Bajra,Kharif,2018-2019,2458,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Maharashtra,Bajra,Kharif,2018-2019,623,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Karnataka,Bajra,Kharif,2018-2019,954,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Karnataka,Maize,Kharif,2018-2019,2777,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Madhya Pradesh,Maize,Kharif,2018-2019,2697,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Bihar,Maize,Kharif,2018-2019,4451,1.683664756,1951923.789,29.1108153,1.314604817,93.58179787,0.009281531,0.823437886,340.4091257,7.36980201,1
Tamilnadu,Maize,Kharif,2018-2019,6551,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Rajasthan,Maize,Kharif,2018-2019,2285,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Maharashtra,Maize,Kharif,2018-2019,2032,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Andhra Pradesh,Maize,Kharif,2018-2019,5861,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Uttar Pradesh,Maize,Kharif,2018-2019,2090,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
West Bengal,Maize,Kharif,2018-2019,5780,1.793864705,1923279.768,28.82056248,1.541013195,94.86148774,0.009043208,0.702479559,484.0182534,11.07535825,0
Madhya Pradesh,Gram,Rabi,2018-2019,1344,1.77195313,2135250.134,23.97673592,1.01549422,83.51481875,0.005763882,0.707632163,1846.688596,1.959255542,1
Rajasthan,Gram,Rabi,2018-2019,1103,1.025783939,2099566.097,23.13699516,1.193633983,81.85566126,0.005112018,0.50299585,1481.295848,0.784821909,1
Maharashtra,Gram,Rabi,2018-2019,829,1.720156807,2231510.665,26.03330595,1.292633384,85.72541539,0.005985907,0.674806361,1875.759101,4.354599094,0
Uttar Pradesh,Gram,Rabi,2018-2019,1272,1.465132265,2066185.238,15.63770294,1.004758863,87.8969816,0.004186545,0.56911003,1670.284848,2.646047591,1
Karnataka,Gram,Rabi,2018-2019,525,1.428726564,2306885.058,25.84820797,1.391926479,87.38004803,0.006173724,0.609375156,981.9645046,4.208289587,0
Chhattisgarh,Gram,Rabi,2018-2019,1026,2.294314368,2128723.166,24.01532552,0.905687762,85.45907662,0.005478146,0.734698384,715.7572559,1.832444126,0.035402536
Andhra Pradesh,Gram,Rabi,2018-2019,506,1.25409693,2241243.234,26.25768065,2.163363611,89.78139134,0.005072549,0.423609931,1280.049864,11.46060657,0
Gujarat,Gram,Rabi,2018-2019,1324,1.023417633,2221310.449,25.64024119,2.378444936,85.33833643,0.004430038,0.48935831,666.8812607,0.602665094,0
Jharkhand,Gram,Rabi,2018-2019,1143,1.966138228,2028502.779,22.80396525,1.15413658,88.54409066,0.005178906,0.753446692,430.5386679,1.742399936,0.5137274
Karnataka,Arhar,Kharif,2018-2019,641,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Maharashtra,Arhar,Kharif,2018-2019,566,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Madhya Pradesh,Arhar,Kharif,2018-2019,1297,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Gujarat,Arhar,Kharif,2018-2019,1209,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Uttar Pradesh,Arhar,Kharif,2018-2019,1084,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
Jharkhand,Arhar,Kharif,2018-2019,1015,2.15070056,1880120.411,27.88647663,0.922840636,94.05870957,0.009168225,0.751155031,367.4400985,7.967872098,0.5137274
Odisha,Arhar,Kharif,2018-2019,1022,1.693181672,1833273.463,27.74002281,2.572053853,94.91016636,0.009934988,0.515544318,505.2040318,21.77351819,0
Tamilnadu,Arhar,Kharif,2018-2019,1152,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Andhra Pradesh,Arhar,Kharif,2018-2019,181,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Madhya Pradesh,Masur,Rabi,2018-2019,1145,1.77195313,2135250.134,23.97673592,1.01549422,83.51481875,0.005763882,0.707632163,1846.688596,1.959255542,1
Uttar Pradesh,Masur,Rabi,2018-2019,1026,1.465132265,2066185.238,15.63770294,1.004758863,87.8969816,0.004186545,0.56911003,1670.284848,2.646047591,1
West Bengal,Masur,Rabi,2018-2019,930,1.65429577,1949233.964,23.2355426,1.430812507,91.90996741,0.004730735,0.693802268,582.9046296,3.979509283,0
Bihar,Masur,Rabi,2018-2019,985,1.521544386,1974646.378,22.20791484,1.237875296,90.35154409,0.004481019,0.813875567,427.4320792,1.10096285,1
Jharkhand,Masur,Rabi,2018-2019,882,1.966138228,2028502.779,22.80396525,1.15413658,88.54409066,0.005178906,0.753446692,430.5386679,1.742399936,0.5137274
Rajasthan,Masur,Rabi,2018-2019,1162,1.025783939,2099566.097,23.13699516,1.193633983,81.85566126,0.005112018,0.50299585,1481.295848,0.784821909,1
Assam,Masur,Rabi,2018-2019,712,1.944145754,1742583.131,17.59590039,0.501652608,94.29344899,0.003695533,0.838117276,1124.313966,9.862350061,0
Gujarat,Groundnut,Kharif,2018-2019,1377,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Rajasthan,Groundnut,Kharif,2018-2019,2053,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Tamilnadu,Groundnut,Kharif,2018-2019,2620,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Andhra Pradesh,Groundnut,Kharif,2018-2019,629,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Karnataka,Groundnut,Kharif,2018-2019,803,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Madhya Pradesh,Groundnut,Kharif,2018-2019,1570,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Maharashtra,Groundnut,Kharif,2018-2019,966,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
West Bengal,Groundnut,Kharif,2018-2019,2797,1.793864705,1923279.768,28.82056248,1.541013195,94.86148774,0.009043208,0.702479559,484.0182534,11.07535825,0
Rajasthan,Mustard,Rabi,2018-2019,1720,1.025783939,2099566.097,23.13699516,1.193633983,81.85566126,0.005112018,0.50299585,1481.295848,0.784821909,1
Haryana,Mustard,Rabi,2018-2019,2058,1.288148568,1972404.402,20.79275365,1.063455163,87.05665456,0.004877106,0.51987653,216.1565653,0.304607356,1
Uttar Pradesh,Mustard,Rabi,2018-2019,1483,1.465132265,2066185.238,15.63770294,1.004758863,87.8969816,0.004186545,0.56911003,1670.284848,2.646047591,1
Madhya Pradesh,Mustard,Rabi,2018-2019,1422,1.77195313,2135250.134,23.97673592,1.01549422,83.51481875,0.005763882,0.707632163,1846.688596,1.959255542,1
West Bengal,Mustard,Rabi,2018-2019,1171,1.65429577,1949233.964,23.2355426,1.430812507,91.90996741,0.004730735,0.693802268,582.9046296,3.979509283,0
Gujarat,Mustard,Rabi,2018-2019,1745,1.023417633,2221310.449,25.64024119,2.378444936,85.33833643,0.004430038,0.48935831,666.8812607,0.602665094,0
Assam,Mustard,Rabi,2018-2019,660,1.944145754,1742583.131,17.59590039,0.501652608,94.29344899,0.003695533,0.838117276,1124.313966,9.862350061,0
Jharkhand,Mustard,Rabi,2018-2019,685,1.966138228,2028502.779,22.80396525,1.15413658,88.54409066,0.005178906,0.753446692,430.5386679,1.742399936,0.5137274
Bihar,Mustard,Rabi,2018-2019,1305,1.521544386,1974646.378,22.20791484,1.237875296,90.35154409,0.004481019,0.813875567,427.4320792,1.10096285,1
Punjab,Mustard,Rabi,2018-2019,1523,1.313429645,1901495.97,20.11988968,1.014593729,87.68238099,0.004678672,0.583499625,341.4522584,0.722392082,1
Madhya Pradesh,Soyabean,Kharif,2018-2019,1285,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Maharashtra,Soyabean,Kharif,2018-2019,1125,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Rajasthan,Soyabean,Kharif,2018-2019,1254,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Karnataka,Soyabean,Kharif,2018-2019,1008,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Gujarat,Soyabean,Kharif,2018-2019,1276,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Karnataka,Sunflower,Kharif,2018-2019,754,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Odisha,Sunflower,Kharif,2018-2019,1252,1.693181672,1833273.463,27.74002281,2.572053853,94.91016636,0.009934988,0.515544318,505.2040318,21.77351819,0
Haryana,Sunflower,Kharif,2018-2019,1645,1.331476375,2124850.778,29.48341843,0.690165316,90.47365082,0.008879505,0.532756105,159.1576649,2.655276427,1
Bihar,Sunflower,Kharif,2018-2019,1426,1.683664756,1951923.789,29.1108153,1.314604817,93.58179787,0.009281531,0.823437886,340.4091257,7.36980201,1
Andhra Pradesh,Sunflower,Kharif,2018-2019,962,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Maharashtra,Cotton,Kharif,2018-2019,285,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Gujarat,Cotton,Kharif,2018-2019,389,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Madhya Pradesh,Cotton,Kharif,2018-2019,645,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Rajasthan,Cotton,Kharif,2018-2019,548,1.083038448,2173257.285,30.43014274,2.474253972,87.22362993,0.008069749,0.505869507,1113.425143,13.16411501,1
Haryana,Cotton,Kharif,2018-2019,483,1.331476375,2124850.778,29.48341843,0.690165316,90.47365082,0.008879505,0.532756105,159.1576649,2.655276427,1
Andhra Pradesh,Cotton,Kharif,2018-2019,409,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Karnataka,Cotton,Kharif,2018-2019,330,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Punjab,Cotton,Kharif,2018-2019,776,1.355923898,2263489.585,29.8693851,0.901054375,89.42135095,0.008624043,0.579205408,246.0537396,3.593245512,1
West Bengal,Jute,Kharif,2018-2019,2617,1.793864705,1923279.768,28.82056248,1.541013195,94.86148774,0.009043208,0.702479559,484.0182534,11.07535825,0
Bihar,Jute,Kharif,2018-2019,2160,1.683664756,1951923.789,29.1108153,1.314604817,93.58179787,0.009281531,0.823437886,340.4091257,7.36980201,1
Assam,Jute,Kharif,2018-2019,2016,1.975700827,1757097.93,23.88698687,0.648302198,96.18478797,0.005394636,0.885031087,917.1909012,24.62731231,0
Odisha,Jute,Kharif,2018-2019,1000,1.693181672,1833273.463,27.74002281,2.572053853,94.91016636,0.009934988,0.515544318,505.2040318,21.77351819,0
Andhra Pradesh,Jute,Kharif,2018-2019,1820,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Uttar Pradesh,Sugarcane,Kharif,2018-2019,80807,1.585755773,2015406.086,23.83046258,0.940842594,92.36140363,0.008058728,0.615629167,1367.34106,28.498703,1
Maharashtra,Sugarcane,Kharif,2018-2019,79500,1.8058334,1863604.871,27.19788215,3.067998064,92.40592758,0.008734407,0.692253804,1456.975737,27.86197217,0
Karnataka,Sugarcane,Kharif,2018-2019,83000,1.459262525,1948814.292,25.82381839,3.454165808,93.05651585,0.008107439,0.607860717,713.5184199,14.63965589,0
Tamilnadu,Sugarcane,Kharif,2018-2019,98240,1.380752693,2250235.261,27.4952069,3.394347927,92.72563686,0.006889667,0.382260679,274.2254526,6.385040025,0
Gujarat,Sugarcane,Kharif,2018-2019,71971,1.072244879,2019144.281,29.0174445,4.367870317,91.53062797,0.006419312,0.468405924,477.7306248,6.84172066,0
Bihar,Sugarcane,Kharif,2018-2019,51695,1.683664756,1951923.789,29.1108153,1.314604817,93.58179787,0.009281531,0.823437886,340.4091257,7.36980201,1
Andhra Pradesh,Sugarcane,Kharif,2018-2019,79325,1.311785679,2006418.437,27.99778546,3.676444776,92.87321304,0.007616108,0.415181546,924.062737,27.86237145,0
Punjab,Sugarcane,Kharif,2018-2019,81828,1.355923898,2263489.585,29.8693851,0.901054375,89.42135095,0.008624043,0.579205408,246.0537396,3.593245512,1
Haryana,Sugarcane,Kharif,2018-2019,80367,1.331476375,2124850.778,29.48341843,0.690165316,90.47365082,0.008879505,0.532756105,159.1576649,2.655276427,1
Madhya Pradesh,Sugarcane,Kharif,2018-2019,58950,1.894649546,1827162.218,27.93458368,2.08123823,91.46435253,0.00901923,0.760973407,1612.818376,29.16383074,1
Gujarat,Tobacco,Rabi,2018-2019,2983,1.023417633,2221310.449,25.64024119,2.378444936,85.33833643,0.004430038,0.48935831,666.8812607,0.602665094,0
